ID,Status,Zonal Office,Company,Incident Number,Incident Date,Report Date,Contaminat,Estimated Quantity,Quantity Recovered,Spill Stop Date,Type of Facility,Cause,Initial Containment Measures,Site Location Measures,Latitude,Longitude,LGA,Estimated Spill Area,Spill Area Habitat,Description of Impact,States Affected,,Form A Date,Form B Date,Form C Date,JIV Date,Present at JIV,Cleanup Date,Cleanup Completed Date,Cleanup Methods,Post-Cleanup Inspection Date,Post-Impact Assessment Date,Remediation Start,Remediation End,Remediation Type,Final Sampling Date,Final Lab Results,Certificate Date,Certificate Number,Last Updated By
280466,confirmed,wa,CHEVRON,NOSDRA/027/2023,5/11/2023,5/12/2023,no,,,,pl,sab,,18'' DIBI RPM24-DIBI PIPELINE AT DIBI FIELD COMMUNITIES.,5.7932778,5.2472222,Warri-North,,sw,3'' Mother valve attached to the 18'' pipeline at 12 O'clock position.,DE,,,,,5/25/2023,"nosdra,cmmnt,cmpny,dpr,mnstry",,,,,,,,,,,,,2023-06-23 WA003
279780,confirmed,wa,Heritage,HEOSL/2023/222,5/11/2023,5/12/2023,cr,2,,,pl,cor,other:none,28'' TRANS FORCADOS PIPELINE AT ODIDI - KANTU COMMUNITY,5.4873583,5.4656567,Warri-South-West,,sw,"Surface water was impacted, the spill was within and outside the company's right of way",DE,,,,,5/12/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-16 WA003
279592,confirmed,ph,NAOC,2023/LAR/158,5/11/2023,5/11/2023,cr,21,,5/11/2023,pl,sab,dk,"18"" Ebocha-Ogoda pipeline @Mgbede, ONELGA, Rivers state",5.4358611,6.6935,Ogba/Egbema/Ndoni,2130790,la,Stained vegetation at ROW,RI,,,,,5/11/2023,"nosdra,mnstry,cmmnt,cmpny",,,,,,,,,,,,,"2023-05-13 PH154, 2023-05-27 PH154"
279623,confirmed,ph,SPDC,1104674,5/9/2023,5/9/2023,cr,9,,5/10/2023,pl,sab,,"20"" RUMUEKPE-NKPOKU PL@ EMOHUA LGA, RIVERS STATE.",4.95519,6.78825,Emuoha,0.0007,la,Third party tempered with installed clamp which caused oil spillage at 3 O’clock position on first incident point. 3” ball valve connected to 3” pipe was installed at 12 O’clock position on the 20” RUMUEKPE-NKPOKU PIPELINE by unknown persons on second incident point.,RI,,,,,5/10/2023,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,6/16/2023,,,,,8/8/2023,,,,"2023-05-15 PH140, 2023-07-08 PH116, 2023-08-17 PH136"
282783,confirmed,ph,SPDC,1104974,5/8/2023,5/9/2023,no,,,,pl,sab,,"36"" Rumuekpe-Nkpoku TNP at Rumuekpe community",4.97464,6.70857,Emuoha,,la,"A 3"" ball valve was illegally installed on the pipeline at 12 O' Clock position by unknown person(s) for oil theft purpose. it was a non-leak point as at time of JIV.",RI,,,,,8/8/2023,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2023-09-26 AB017
279904,confirmed,ph,SPDC,1102362,5/8/2023,5/9/2023,cr,1734,460,5/8/2023,pl,sab,other: Ditch,"28” Nkpoku-Bomu Pipeline, Eteo Community, Eleme L. G. A., Rivers State.",4.7574,7.16627,Eleme,0.0022,la,A road construction vehicle infringed on a protruding illegal connection made by unknown persons on the pipeline which led to its failure thereby causing the spill incident. The spread of the oil was contained in a ditch and there was no third party impact on the environment.,RI,,,,,5/13/2023,"cmmnt,cmpny,dpr,mnstry,nosdra",,6/22/2023,,,,,,,,,,,"2023-06-13 AB008, 2023-07-04 PH067, 2023-09-25 AB008"
279558,confirmed,uy,MPN,Oct-23,5/6/2023,5/7/2023,cr,0.00002,,,,eqf,other: Separator B content drained into Liquid Knockout. The oil drip was stopped. Wash the deck area with soapy water – completed. Notification/Work Order raised to inspect Orifice box – completed. Engage Vendor Global Perial to fix - pending defect,Ekpe PP OML 70,4.1411111,7.6255556,,,of,,AK,,,,,,,,,,,,,,,,,,,2023-06-13 AB008
280288,confirmed,wa,SPDC,1098022,5/5/2023,5/5/2023,cr,0.25,,,pl,sab,other:none,3'' YOKRI WELL 113 TANGLE PIPELINE,5.4198833,5.2971417,Burutu,,sw,"Vegetation and soil were impacted, the spill was within the company's right of way.",DE,,,,,5/25/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-06-02 WA003
279581,confirmed,ph,SPDC,1096120,5/5/2023,5/5/2023,cr,15,12,5/5/2023,pl,sab,pt,"24” Ogale –Bonny Pipeline Row at Bera community, Gokana L.G.A, Rivers State.",4.6806,7.27691,Gokana,0.01,la,The JIT observed a drill hole that is about 2m at 11 O’ Clock position by unknown persons for oil theft activity.,RI,,,,,5/5/2023,"nosdra,mnstry,cmpny,cmmnt,mltry",,,RENA,7/22/2023,,,,,,,,,"2023-05-24 AB008, 2023-06-15 AB008, 2023-08-03 PH067"
279532,confirmed,ph,SPDC,1098404,5/5/2023,5/6/2023,cr,2,1,5/6/2023,pl,sab,,"36"" Rumuekpe-Nkpoku Pipeline @ Odouha Rumuekpe",4.97378,6.71126,Emuoha,,la,crude oil impacted,RI,,,,,5/6/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-05-08 PH067
279985,confirmed,ph,NAOC,2023/LAR/143,5/2/2023,5/2/2023,cr,17,,5/2/2023,pl,sab,,24''Ogoda-Brass pipeline at Oyakama Community AWELGA Rivers State,5.0443611,6.5452778,Ahoada-West,0.002656,ss,Oil impact on water and vegetation,RI,,,,,5/3/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-05-24 PH021
279584,confirmed,wa,SPDC,1092893,5/2/2023,5/3/2023,no,,,,pl,sab,,20'' TRANS ESCRAVOS PIPELINE AT UGBOEGUNGUN COMMUNITY,5.6233889,5.1639444,Warri-South-West,,ss,An illegal 2'' pipeline was attached to the company's pipeline at 12 O' clock position.,DE,,,,,5/9/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-11 WA003
279639,confirmed,ph,SPDC,1089230,5/1/2023,5/1/2023,,2,,,pl,sab,,"36"" RUMUEKPE TO NKPOKU T/L SPILL AT MGBODO ALUU",5.5966667,7.8072222,Ohafia,0.04HA,la,"2"" BALL VALVE WITH 2"" HOSE WAS SEEN INSTALLED ON THE FACILITY BY UNKNOWN PERSON(S) FOR OIL THEFT ACTIVITIES",RI,,,,,5/13/2023,"cmmnt,cmpny,mnstry,nosdra",,,,6/9/2023,,,,,,,,,"2023-05-16 AB017, 2023-06-13 AB008, 2023-07-08 PH116, 2023-09-26 AB008"
277304,confirmed,ph,NAOC,2023/LAR/141,4/30/2023,4/30/2023,cr,4,,4/30/2023,pl,sab,,"18'' EOC-OGODA PIPEPLINE AT EGBEE COMMUNITY AWELGA, RIVERS STATE",5.1321667,6.5737778,Ahoada-West,0.00014971,la,THE SPILLED OIL IS CHANNELED INTO DITCHES BESIDE THE RIGHT OF WAY.,RI,,,,,4/30/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2023-05-02 PH021, 2023-05-03 PH021"
279927,confirmed,wa,NDWEST,NEPL/NDW/HSE/OML34/04/03/23,4/28/2023,4/28/2023,cr,45,,,other:illegal bunkering site,sab,other:none,WARRI RIVER OML34 @ UGBODEDE,5.5128514,5.7169844,Warri-South,,sw,"Vegetation and soil were impacted, the spill was within the company's rifht of way.",DE,,,,,4/28/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-23 WA003
279926,confirmed,wa,NDWEST,NEPL/NDW/HSE/OML34/04/02/23,4/27/2023,4/27/2023,cr,15,,,wh,other:,bm,WARRI RIVER OML34 @ UGBODEDE,5.5260658,5.6733547,Warri-South,,sw,"Vegetation and surface water were impacted, the spill was within and outside the company's right of way",DE,,,,,4/28/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-23 WA003
277308,confirmed,ph,SPDC,1073651,4/27/2023,5/27/2023,,,,,pl,sab,,"20"" Rumuekpe Nkpoku pipeline @ Ibaa community",4.9549283,6.7951984,Emuoha,,,No impact (Non leaking point),,,,,,4/28/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-05-02 PH067
279583,confirmed,wa,Heritage,HEOSL/23/221,4/26/2023,5/3/2023,cr,5,,,other:saver pit,ome,"bm,sb",KOKORI EFFLUENT SAMPLING POINT AT ERHIOKE,5.5213283,6.0698983,Ughelli-North,,"sw,ss","Vegetation and soil were impacted, the spill was within and outside the company's right of way.",DE,,,,,5/5/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-11 WA003
279489,confirmed,wa,Heritage,HEOSL/2023/220,4/26/2023,4/26/2023,cr,65,,,pl,sab,other:none,28'' TRANS FORCADOS PIPELINE AT UGBOKODO - OKPE,5.5757733,5.656085,Warri-South,,sw,"Vegetation, surface water, fishing net and soil were impacted, the spill was within and outside the company's right of way",DE,,,,,4/27/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",5/1/2023,5/10/2023,Manual.,6/15/2023,,,,,,,,,"2023-05-02 WA003, 2023-06-19 WA004, 2023-06-23 WA003"
280301,confirmed,ph,SPDC,2023_1070742,4/25/2023,4/26/2023,cr,5,,,pl,sab,,18'' ASSA-RUMUEKPE P/LINE AT RUMUEKPE COMMUNITY,5.03761239,6.70158209,Emuoha,0.002,la,4'' BALL VALVE WITH 3'' GALVANIZED PIPE CONNECTED ON THE PIPELINE AT 12 0'CLOCK POSITION,RI,,,,,4/29/2023,"nosdra,mnstry,cmpny,cmmnt,plc",,,,,,,,,,,,,2023-08-17 AB017
280013,confirmed,ph,SPDC,2023_1066281,4/24/2023,4/24/2023,cr,0.4,,4/27/2023,pl,sab,,28'' NKPOKU-BOMU P/LINE (TNP) AT RUMUNDURU COMMUNITY,4.88103778,7.0399895,Obio/Akpor,0.0001,la,THREE (3) NOS 2'' BALL VALVE INSTALLED ON THE LINE AT 12 0' CLOCK POSITION WITH THE MIDDLE VALVE LEAKING AT THE TIME OF INVESTIGATION.,RI,,,,,4/27/2023,"nosdra,dpr,mnstry,cmpny,cmmnt,plc",,,,5/26/2023,,,,Natural Attenuation,8/9/2023,,,,2023-08-17 AB017
279925,confirmed,wa,CHEVRON,NOSDRA/024/2023,4/22/2023,4/23/2023,no,,,,pl,sab,,12'' OPUEKEBA - OLERO PIPELINE,5.9138889,5.0322222,Warri-North,,sw,An illegal 3'' valve was attached to the company's pipeline,DE,,,,,5/9/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-23 WA003
274429,confirmed,ph,SPDC,FID:1061306,4/21/2023,4/21/2023,no,,,4/21/2023,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@IHEOWO.",4.9750483,6.6635194,Ahoada-East,,la,2” ball valve was installed at 12 O’clock position on the OLD 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.,RI,,,,,4/21/2023,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2023-04-25 PH140, 2023-04-26 PH140"
274418,confirmed,ph,SPDC,2023-1059496,4/20/2023,4/20/2023,cr,5,,4/20/2023,pl,sab,,"18"" Assa-Rumuekpe P/L @ Egbeda Community Emohua LGA",5.225581396,6.766591027,Emuoha,0.00000016,la,3'' Ball valve was installed at 12 0'' clock position of the pipeline by unknown person (s) for oil taeft.,RI,,,,,4/20/2023,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,8/23/2023,,,,"2023-08-17 AB017, 2023-08-24 PH140"
279557,confirmed,uy,MPN,009/2023,4/18/2023,4/19/2023,no,,,,,cor,other: QIT contacted to open Idoho truck line shut down valve (SDV) to depressurize the west leg. We also connect hose to evacuate liquid build up at the top side of the riser to the sump. The dripping reduced significantly and it's still being observed while evacuation continues.,Idoho PP,4.0336111,8.0169444,,,of,"At about 0730hrs operators observed whitish dropping from Old Usari 20” riser south side of Idoho BP platform into the water. No shinning surface, no sheen observed on the sea.This came as a result of pressure build up on the line due QIT shut in of the west leg SDV. line previously isolated at Idoho BP and Usari FA.",AK,,4/19/2023,4/30/2023,,,,,,,,,,,,,,,,2023-05-16 AB017
279556,confirmed,uy,MPN,009/2023,4/18/2023,4/19/2023,no,,,,,cor,other: QIT contacted to open Idoho truck line shut down valve (SDV) to depressurize the west leg. We also connect hose to evacuate liquid build up at the top side of the riser to the sump. The dripping reduced significantly and it's still being observed while evacuation continues.,Idoho PP,4.0336111,8.0169444,,,of,"At about 0730hrs operators observed whitish dropping from Old Usari 20” riser south side of Idoho BP platform into the water. No shinning surface, no sheen observed on the sea.This came as a result of pressure build up on the line due QIT shut in of the west leg SDV. line previously isolated at Idoho BP and Usari FA.",AK,,4/19/2023,4/30/2023,,,,,,,,,,,,,,,,2023-05-24 AB008
274398,confirmed,ph,NAOC,2023/LAR/127,4/18/2023,4/18/2023,cr,10.7,,4/18/2023,pl,sab,,24'' OGODA-BRASS PIPELINE AT OGODA,5.1115833,6.5716944,Ahoada-West,0.00169487,la,,RI,,,,,4/18/2023,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-05-16 AB017, 2023-05-24 AB008"
279512,confirmed,wa,NPDC,NEPL/HSE/SAP/49/001/23,4/17/2023,4/17/2023,cr,2,,,fl,sab,"bm,sb",4'' OGHAREKI - SAPELE FLOWLINE.,5.9137375,5.5930928,Sapele,,sw,"Vegetation, surface water and soil were impacted, the spill was within and outside the company's right of way.",DE,,,,,4/20/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-03 WA003
279511,confirmed,wa,NPDC,NEPL/HSE/SAP/49/002/23,4/17/2023,4/17/2023,cr,8,,,fl,sab,bm,6'' OGHAREKI - SAPELE FLOWLINE,5.9143892,5.5932664,Sapele,,sw,"Vegetation, surface water and soil were impacted, the spill was within and outside the company's right of way.",DE,,,,,4/22/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-03 WA003
274397,confirmed,ph,NAOC,2023_LAR_NL1_051,4/17/2023,4/17/2023,no,,,4/17/2023,pl,,,10'' OSHIE-OGODA PIPELINE AT IDU-EKPEYE,5.1036667,8.5169444,Akamkpa,,la,2'' BALL VALVE INSTALLED ON THE POINT OF ALLEGED SPILL AT 12 O'CLOCK POSITION. THERE WAS NO SPILL AND NO IMPACT,RI,,,,,4/17/2023,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-16 AB017
279928,confirmed,wa,POOCN,HSE/017,4/16/2023,4/17/2023,cr,0.62,,,pl,sab,tr,6'' CRUDE EXPORT LINE AT NDEMILI,6.03521,6.2397617,Ndokwa-West,,la,Soil was impacted. An illegal 2'' valve was attached to the company's pipeline,DE,,,,,4/19/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-23 WA003
274402,confirmed,ph,SPDC,FID:1051529,4/15/2023,4/16/2023,no,,,4/20/2023,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@OKOMA.",4.9727533,6.6571303,Ahoada-East,,la,2” blind weld-neck flange was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.,RI,,,,,4/20/2023,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra",,,,,,,,,,,,,2023-04-24 PH140
274370,confirmed,ph,SPDC,1050296,4/15/2023,4/15/2023,cr,18.34,,4/17/2023,pl,sab,other:,"28"" Trans-Niger pipeline at K-dere Gokana",4.66481,7.27774,Gokana,0.0003,la,"10mm hole was drilled on a section of 28"" trans-niger pipeline at 12 'clock position by an unknown person(s)",RI,,,,,4/17/2023,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,2023-06-15 AB008
274421,confirmed,ph,SPDC,FID:1049385,4/13/2023,4/14/2023,no,,,4/21/2023,pl,sab,,"OLD/NEW 2O"" KOLOCREEK TO RUMUEKPE TL@IHEOWO.",4.9750183,6.6635786,Ahoada-East,,la,3” ball valve was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.,RI,,,,,4/21/2023,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2023-04-25 PH140
274420,confirmed,ph,SPDC,FID:1049385,4/13/2023,4/14/2023,no,,,4/21/2023,pl,sab,,"OLD/NEW 2O"" KOLOCREEK TO RUMUEKPE TL@IHEOWO.",4.9750183,6.6635786,Ahoada-East,,la,3” ball valve was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.,RI,,,,,4/21/2023,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2023-04-25 PH140
274401,confirmed,ph,SPDC,FID:1049375,4/13/2023,4/14/2023,no,,,4/20/2023,pl,sab,,2” ball valve was installed OLD/NEW 20” KOLOCREEK-RUMUEKPE TL@OKOMA.,4.9727883,6.657005,Ahoada-East,,la,2” ball valve was installed at 12 O’clock position on the OLD 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.,RI,,,,,4/20/2023,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2023-04-24 PH140
274400,confirmed,ph,SPDC,FID:1049361,4/13/2023,4/14/2023,no,,,4/20/2023,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@OKOMA.",4.9720725,6.6509594,Ahoada-East,,la,3” blind flange was installed at 12 O’clock position on the NEW 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.,RI,,,,,4/20/2023,"cmmnt,cmpny,dpr,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,2023-04-24 PH140
274399,confirmed,ph,SPDC,FID:1049345,4/13/2023,4/14/2023,no,,,4/20/2023,pl,sab,,"OLD/NEW 20"" KOLOCREEK-RUMUEKPE TL@OKOMA.",4.9721375,6.6509653,Ahoada-East,,la,3” ball valve was installed at 12 O’clock position on the OLD 20” KOLOCREEK-RUMUEKPE PIPELINE by unknown persons.,RI,,,,,4/20/2023,"cmmnt,cmpny,dpr,mltry,nosdra,mnstry,plc",,,,,,,,,,,,,2023-04-24 PH140
274320,confirmed,wa,Heritage,HEOSL/2023/218,4/13/2023,4/13/2023,cr,1,,,pl,eqf,other:none,16'' UZERE - ERIEMU TRUNKLINE AT IYEDE,5.4899167,6.0950833,Isoko-North,,la,"Vegetation and soil were impacted, the spill was within the company's right of way.",DE,,,,,4/14/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",6/20/2023,7/7/2023,Manaul.,,,,,,,,,,"2023-04-18 WA003, 2023-07-08 WA003"
277306,confirmed,ph,SPDC,1046158,4/12/2023,,,,,,pl,sab,,"36"" Rumuekpe Nkpoku P/L @ Ibaa community",4.9537732,6.8268653,Emuoha,,,No impact (Non leaking point),,,,,,4/28/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-05-02 PH067
277305,confirmed,ph,SPDC,1046027,4/12/2023,,,,,,pl,sab,,"36"" Rumuekpe Nkpoku P/L @ Ibaa community",4.9533216,6.8417124,Emuoha,,,No impact,,,,,,4/28/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-05-02 PH067
277302,confirmed,ph,SPDC,1046065,4/12/2023,,,,,,pl,sab,,"36"" Rumuekpe Nkpoku P/L @ Ibaa commuinty",4.9529983,6.8497253,Ikwere,,,No impact,,,,,,4/28/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-05-02 PH067
276065,confirmed,ph,SPDC,1046187,4/12/2023,,,,,,pl,sab,,"36"" Rumuekpe Nkpoku pipeline at Ibaa Community",4.9541171,6.8148973,Emuoha,,,No impact,,,,,,4/27/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-04-29 PH067
276064,confirmed,ph,SPDC,1046202,4/12/2023,,,,,,pl,sab,,"20"" Rumuekpe Nkpoku pipeline at Ibaa community point A and B",4.9542685,6.8152251,Emuoha,,,No impact,,,,,,4/27/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-04-29 PH067
276062,confirmed,ph,SPDC,1046179,4/12/2023,,,,,,pl,sab,,"20"" Rumuekpe Nkpoku pipeline at Ibaa community",4.9541461,6.8184277,Emuoha,,,No visible impact.,,,,,,4/27/2023,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,2023-04-29 PH067
274331,confirmed,wa,Platform,PPL/HSE/ROW/01/6/29/2023,4/11/2023,4/11/2023,cr,0.0047,,,pl,eqf,other:none,6'' CRUDE OIL EXPORT LINE TO GGT AT KM 29 ROW,5.7216889,6.4132222,Ndokwa-West,,la,The incident occurred within the company's right of way.,DE,,,,,4/13/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-19 WA003, 2023-05-09 WA003"
274322,confirmed,wa,SPDC,1044338,4/11/2023,4/12/2023,no,,,,Trunkline,sab,,20'' TRANS - ESCRAVOS TRUNKLINE AT UGBOEGUNGUN,5.6199889,5.169145,Warri-South-West,,sw,An illegal 3'' pipeline with a 3'' ball valve was attached to the company's pipeline.,DE,,,,,4/17/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-18 WA003, 2023-09-25 AB008"
274282,confirmed,wa,NPDC,NEPL/HSE/40/BAT/001/23,4/9/2023,4/9/2023,cr,0.62,,,pl,sab,other:none,NEPL 16'' OPUAMA - OTUMARA PIPELINE,5.7792967,5.1186617,Warri-North,,sw,The spill was within and outside the company's right of way.,DE,,,,,4/11/2023,"nosdra,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-16 WA003, 2023-04-20 WA003"
281773,confirmed,wa,CHEVRON,NOSDRA/026/2023,4/8/2023,4/9/2023,no,,,,pl,sab,,12'' OPUEKEBA - OLERO PIPELINE RoW.,5.8954028,5.1189111,Warri-North,,sw,There was no impact. An illegal 3 inch valve installed on the 12inch pipeline at 12 O' clock position.,DE,,,,,7/13/2023,"nosdra,cmmnt,cmpny,dpr",,,,,,,,,,,,,2023-07-28 WA003
279924,confirmed,wa,CHEVRON,NOSDRA/023/2023,4/8/2023,4/9/2023,no,,,,pl,sab,,12'' OPUEKEBA - OLERO PIPELINE,5.8533794,5.1335556,Warri-North,,sw,An illegal 4'' valve was attached to the company's pipeline.,DE,,,,,5/10/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-05-23 WA003
5677,confirmed,wa,Heritage,HEOSL/2023/217,4/7/2023,4/7/2023,cr,3,,,pl,sab,tr,"12"" EVWRENI - UPS DELIVERY LINE @ EVWRENI.",5.4013889,6.0222222,Ughelli-North,,ss,"Vegetation and soil were impacted, the spill was within the company right of way.",DE,,,,,4/8/2023,"nosdra,cmmnt,cmpny,dpr,mnstry",,,,,,,,,,,,,"NOSDRA, 2014-05-13 WA003, 2023-01-25 WA003, 2023-05-02 WA003"
280292,confirmed,wa,SEPLAT,SEPLAT/WA/OS/03/2023,4/6/2023,4/6/2023,cr,0.125,,,other:trunkline,sab,other:none,24'' AMUKPE - RAPELE TRUNKLINE OML 38 AT AMUKPE,5.8451139,5.6947778,Sapele,,"sw,ss","Soil was impacted, the spill was within the company's right of way.",DE,,,,,5/22/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,,,,,,,,,,2023-06-03 WA003
274318,confirmed,wa,Heritage,HEOSL/2023/216,4/6/2023,4/6/2023,cr,2,,,other:delivery line,sab,tr,12'' AFIESERE - ERIEMU DELIVERY LINE AT GANA ERIEMU,5.5283333,6.0463889,Ughelli-North,,la,"Vegetation and soil were impacted, the spill was within the company's right of way.",DE,,,,,4/6/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",6/21/2023,7/4/2023,Manual.,9/5/2023,,,,,,,,,"2023-04-18 WA003, 2023-09-06 WA004, 2023-10-04 WA003"
274384,confirmed,ph,SPDC,,4/4/2023,4/5/2023,,,,,pl,sab,,"20'' Rumuekepe-Nkpoku Pipeline at Ibaa, Emuoha LGA, Rivers State",4.954126,6.820175,Emuoha,,la,No Sill,RI,,,,,4/7/2023,"cmmnt,cmpny,mltry,mnstry,nosdra",,,,,,,,,,,,,2023-08-18 AB017
274315,confirmed,uy,MPN,Aug-23,4/4/2023,4/5/2023,other:oil water,0.00377,,,,ome,"other: Oily water from sump tank skid was manually pumped and transferred to sump tank, activated",Edop PP OML 67,4.0683333,8.0372222,,,,"At 1709hrs on 03Apr2023, VMT Marine reported to Edop OIM about sighting sheen at Asasa VA facility by security vessel on patrol. Edop Personnel were promptly mobilized to location to ascertain source of sheen and stop it. At 1828hrs, personnel arrived Asasa-VA and traced the sheen to oily water from sump tank skid due to heavy rain fall.",AK,,4/4/2023,4/14/2023,,,,,,,,,,,,,,,,2023-05-24 AB008
274284,confirmed,wa,SPDC,1025135,4/2/2023,4/3/2023,cr,0.3,,,pl,sab,,20'' TRANS - ESCRAVOS PIPELINE AT UGBOEGUNGUN,5.6261111,5.165,Warri-South-West,,sw,"Vegetation was impacted, the spill was within the company's right of way",DE,,,,,4/5/2023,"nosdra,dpr,mnstry,cmpny,cmmnt",4/5/2023,4/19/2023,Manual.,5/1/2023,,,,,,,,,"2023-04-16 WA003, 2023-04-20 WA003, 2023-05-15 WA003, 2023-09-25 AB008"
274283,confirmed,wa,SPDC,1025349,4/2/2023,4/3/2023,no,,,,pl,sab,,24'' TRANS - ESCRAVOS PIPELINE AT YOKRI,,,,,sw,An illegal 4'' hot tap valve was installed on the company's pipeline,DE,,,,,4/4/2023,"nosdra,cmpny,cmmnt",,,,,,,,,,,,,"2023-04-16 WA003, 2023-04-20 WA003"
282590,confirmed,ph,SPDC,2023_1019323,3/31/2023,3/31/2023,cr,,,4/5/2023,pl,sab,,28'' Bomu - Bonny Pipeline at Bodo,4.5952778,7.2576111,Bonny,nil,sw,Unknown person (s) installed 6'' Ball Valve at 12 O' Clock position on the facility for oil theft activities,RI,,,,,4/5/2023,"nosdra,mnstry,dpr,cmpny,cmmnt,mltry,plc",,,,,,,,,,,,,"2023-09-05 AB017, 2023-09-07 AB017, 2023-09-11 AB017, 2023-09-25 AB008"
282589,confirmed,ph,SPDC,2023_1017662,3/31/2023,3/31/2023,cr,1,,4/5/2023,pl,sab,,28'' Bomu - Bonny Pipeline at Bodo,4.5938056,7.2576111,Bonny,0.0007,sw,Unknown person installed 6'' Ball Valve on the facility at 12 O'Clock position for oil theft activities,RI,,,,,4/5/2023,"nosdra,mnstry,dpr,cmpny,cmmnt",,,,,,,,,,,,,"2023-09-05 AB017, 2023-09-25 AB008"
279844,confirmed,by,SPDC,2023/1019126,3/31/2023,3/31/2023,,,,,pl,sab,,"20"" OPUKUSHI- BRASS CREEK PIPELINE @ PERETOROUGBENE.",4.9507771,5.6490734,Ekeremor,N/A,sw,"3"" BALL VALVE WAS INSTALLED @ 12 O'CLOCK POSITION.",BY,,,,,3/31/2023,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-09-05 AB017, 2023-09-25 AB008"
279492,confirmed,ph,SPDC,1019442,3/31/2023,3/31/2023,no,,,,pl,sab,,"20"" kolocreek Rumuekpe pipeline at Ihuowo",4.97493,6.66333,Ahoada-East,,la,"2"" illegal connection installed at 12 o'clock position by an unknown person(s)",RI,,,,,4/2/2023,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2023-09-05 AB017, 2023-09-07 AB017, 2023-09-11 AB017"
